date,description,expense/income,amount
2025-11-23,Travel,Expense,479.9
2025-04-27,Food,Expense,479.9
2025-01-15,Medical,Expense,479.9
2025-04-19,Shopping,Expense,479.9
2025-10-26,Food,Expense,479.9
2025-06-05,Entertainment,Expense,479.9
2025-03-17,Shopping,Expense,479.9
2025-10-27,Entertainment,Expense,479.9
2025-01-07,Shopping,Expense,479.9
2025-05-13,Rent,Expense,479.9
2025-07-06,Entertainment,Expense,479.9
2025-09-18,Food,Expense,479.9
2025-09-22,Shopping,Expense,479.9
2025-07-27,Rent,Expense,479.9
2025-09-02,Food,Expense,479.9
2025-11-13,Travel,Expense,479.9
2025-03-29,Food,Expense,479.9
2025-06-26,Medical,Expense,479.9
2025-11-26,Medical,Expense,479.9
2025-03-21,Medical,Expense,479.9
2025-10-28,Food,Expense,479.9
2025-09-14,Medical,Expense,479.9
2025-06-10,Travel,Expense,479.9
2025-09-25,Rent,Expense,479.9
2025-07-11,Rent,Expense,479.9
2025-07-13,Medical,Expense,479.9
2025-09-06,Medical,Expense,479.9
2025-11-28,Entertainment,Expense,479.9
2025-03-28,Shopping,Expense,479.9
2025-09-26,Food,Expense,479.9
2025-09-04,Medical,Expense,479.9
2025-03-31,Food,Expense,479.9
2025-09-05,Entertainment,Expense,479.9
2025-07-14,Shopping,Expense,479.9
2025-01-08,Travel,Expense,479.9
2025-12-09,Shopping,Expense,479.9
2025-02-03,Medical,Expense,479.9
2025-06-25,Rent,Expense,479.9
2025-04-26,Shopping,Expense,479.9
2025-06-08,Food,Expense,479.9
2025-04-16,Food,Expense,479.9
2025-04-25,Food,Expense,479.9
2025-03-18,Shopping,Expense,479.9
2025-05-23,Entertainment,Expense,479.9
2025-11-08,Travel,Expense,479.9
2025-03-03,Entertainment,Expense,479.9
2025-11-29,Shopping,Expense,479.9
2025-04-11,Rent,Expense,479.9
2025-07-02,Travel,Expense,479.9
2025-09-13,Shopping,Expense,479.9
2025-08-24,Shopping,Expense,479.9
2025-10-19,Rent,Expense,479.9
2025-11-23,Food,Expense,479.9
2025-01-07,Medical,Expense,479.9
2025-09-26,Shopping,Expense,479.9
2025-04-27,Food,Expense,479.9
2025-04-14,Rent,Expense,479.9
2025-07-06,Shopping,Expense,479.9
2025-12-07,Entertainment,Expense,479.9
2025-01-17,Shopping,Expense,479.9
2025-07-24,Rent,Expense,479.9
2025-11-17,Food,Expense,479.9
2025-02-20,Food,Expense,479.9
2025-06-18,Shopping,Expense,479.9
2025-09-17,Shopping,Expense,479.9
2025-02-04,Travel,Expense,479.9
2025-05-19,Entertainment,Expense,479.9
2025-10-11,Food,Expense,479.9
2025-10-01,Travel,Expense,479.9
2025-10-03,Medical,Expense,479.9
2025-02-10,Medical,Expense,479.9
2025-01-29,Medical,Expense,479.9
2025-08-17,Food,Expense,479.9
2025-10-18,Shopping,Expense,479.9
2025-09-25,Food,Expense,479.9
2025-05-07,Food,Expense,479.9
2025-05-06,Shopping,Expense,479.9
2025-05-12,Shopping,Expense,479.9
2025-04-04,Shopping,Expense,479.9
2025-12-20,Food,Expense,479.9
2025-11-30,Travel,Expense,479.9
2025-05-06,Medical,Expense,479.9
2025-04-27,Travel,Expense,479.9
2025-12-20,Medical,Expense,479.9
2025-08-22,Food,Expense,479.9
2025-04-01,Travel,Expense,479.9
2025-01-21,Food,Expense,479.9
2025-11-08,Shopping,Expense,479.9
2025-05-17,Shopping,Expense,479.9
2025-10-10,Medical,Expense,479.9
2025-05-23,Medical,Expense,479.9
2025-02-16,Food,Expense,479.9
2025-04-08,Entertainment,Expense,479.9
2025-02-02,Medical,Expense,479.9
2025-03-09,Medical,Expense,479.9
2025-09-25,Entertainment,Expense,479.9
2025-06-05,Medical,Expense,479.9
2025-02-01,Shopping,Expense,479.9
2025-04-17,Medical,Expense,479.9
2025-04-27,Entertainment,Expense,479.9
2025-05-05,Shopping,Expense,479.9
2025-10-27,Food,Expense,479.9
2025-10-25,Rent,Expense,479.9
2025-09-02,Food,Expense,479.9
2025-08-26,Shopping,Expense,479.9
2025-02-20,Rent,Expense,479.9
2025-10-02,Food,Expense,479.9
2025-01-27,Entertainment,Expense,479.9
2025-06-13,Shopping,Expense,479.9
2025-11-21,Shopping,Expense,479.9
2025-02-07,Entertainment,Expense,479.9
2025-04-11,Food,Expense,479.9
2025-09-02,Travel,Expense,479.9
2025-03-01,Food,Expense,479.9
2025-08-15,Food,Expense,479.9
2025-02-12,Medical,Expense,479.9
2025-09-01,Food,Expense,479.9
2025-04-12,Food,Expense,479.9
2025-02-21,Rent,Expense,479.9
2025-10-05,Food,Expense,479.9
2025-10-29,Rent,Expense,479.9
2025-04-21,Shopping,Expense,479.9
2025-11-03,Rent,Expense,479.9
2025-09-07,Medical,Expense,479.9
2025-06-03,Food,Expense,479.9
2025-10-19,Shopping,Expense,479.9
2025-01-05,Travel,Expense,479.9
2025-10-25,Medical,Expense,479.9
2025-08-09,Medical,Expense,479.9
2025-02-27,Travel,Expense,479.9
2025-08-15,Food,Expense,479.9
2025-11-26,Shopping,Expense,479.9
2025-04-10,Travel,Expense,479.9
2025-10-29,Travel,Expense,479.9
2025-11-22,Entertainment,Expense,479.9
2025-11-11,Medical,Expense,479.9
2025-08-22,Entertainment,Expense,479.9
2025-01-01,Food,Expense,479.9
2025-05-09,Entertainment,Expense,479.9
2025-07-28,Food,Expense,479.9
2025-11-04,Rent,Expense,479.9
2025-05-19,Travel,Expense,479.9
2025-09-10,Entertainment,Expense,479.9
2025-11-20,Entertainment,Expense,479.9
2025-04-01,Travel,Expense,479.9
2025-06-18,Travel,Expense,479.9
2025-09-17,Entertainment,Expense,479.9
2025-09-05,Entertainment,Expense,479.9
2025-09-21,Medical,Expense,479.9
2025-05-26,Travel,Expense,479.9
2025-11-27,Rent,Expense,479.9
2025-06-03,Food,Expense,479.9
2025-05-16,Entertainment,Expense,479.9
2025-09-30,Medical,Expense,479.9
2025-05-08,Shopping,Expense,479.9
2025-06-24,Medical,Expense,479.9
2025-05-21,Entertainment,Expense,479.9
2025-12-14,Travel,Expense,479.9
2025-10-15,Rent,Expense,479.9
2025-09-15,Medical,Expense,479.9
2025-06-08,Travel,Expense,479.9
2025-11-17,Food,Expense,479.9
2025-08-14,Rent,Expense,479.9
2025-02-27,Travel,Expense,479.9
2025-04-04,Medical,Expense,479.9
2025-09-07,Entertainment,Expense,479.9
2025-01-04,Rent,Expense,479.9
2025-06-13,Travel,Expense,479.9
2025-09-18,Medical,Expense,479.9
2025-08-29,Shopping,Expense,479.9
2025-09-11,Shopping,Expense,479.9
2025-03-25,Travel,Expense,479.9
2025-04-02,Rent,Expense,479.9
2025-02-03,Medical,Expense,479.9
2025-08-10,Rent,Expense,479.9
2025-12-11,Medical,Expense,479.9
2025-06-05,Shopping,Expense,479.9
2025-02-18,Shopping,Expense,479.9
2025-08-15,Travel,Expense,479.9
2025-06-25,Medical,Expense,479.9
2025-11-23,Food,Expense,479.9
2025-12-18,Entertainment,Expense,479.9
2025-10-03,Rent,Expense,479.9
2025-04-04,Shopping,Expense,479.9
2025-04-10,Entertainment,Expense,479.9
2025-02-25,Medical,Expense,479.9
2025-04-29,Rent,Expense,479.9
2025-04-20,Food,Expense,479.9
2025-06-07,Food,Expense,479.9
2025-09-14,Rent,Expense,479.9
2025-06-06,Medical,Expense,479.9
2025-06-13,Travel,Expense,479.9
2025-09-29,Entertainment,Expense,479.9
2025-08-30,Shopping,Expense,479.9
2025-02-22,Entertainment,Expense,479.9
2025-12-17,Travel,Expense,479.9
2025-06-03,Medical,Expense,479.9
2025-11-09,Travel,Expense,479.9
2025-04-18,Entertainment,Expense,479.9
2025-10-20,Medical,Expense,479.9
2025-12-11,Food,Expense,479.9
2025-03-21,Entertainment,Expense,479.9
2025-06-15,Travel,Expense,479.9
2025-03-22,Travel,Expense,479.9
2025-04-09,Entertainment,Expense,479.9
2025-07-22,Food,Expense,479.9
2025-03-29,Travel,Expense,479.9
2025-03-22,Travel,Expense,479.9
2025-11-09,Entertainment,Expense,479.9
2025-12-06,Food,Expense,479.9
2025-03-22,Entertainment,Expense,479.9
2025-06-16,Food,Expense,479.9
2025-09-22,Entertainment,Expense,479.9
2025-08-31,Rent,Expense,479.9
2025-12-01,Travel,Expense,479.9
2025-11-01,Travel,Expense,479.9
2025-08-02,Shopping,Expense,479.9
2025-05-18,Food,Expense,479.9
2025-04-28,Medical,Expense,479.9
2025-05-15,Food,Expense,479.9
2025-08-30,Entertainment,Expense,479.9
2025-06-05,Travel,Expense,479.9
2025-07-09,Entertainment,Expense,479.9
2025-03-16,Food,Expense,479.9
2025-06-06,Entertainment,Expense,479.9
2025-06-20,Food,Expense,479.9
2025-07-01,Rent,Expense,479.9
2025-06-11,Food,Expense,479.9
2025-08-19,Shopping,Expense,479.9
2025-06-07,Travel,Expense,479.9
2025-08-06,Rent,Expense,479.9
2025-10-16,Travel,Expense,479.9
2025-07-21,Travel,Expense,479.9
2025-08-02,Entertainment,Expense,479.9
2025-01-03,Entertainment,Expense,479.9
2025-07-26,Food,Expense,479.9
2025-01-29,Shopping,Expense,479.9
2025-07-29,Shopping,Expense,479.9
2025-07-01,Rent,Expense,479.9
2025-11-27,Rent,Expense,479.9
2025-03-13,Entertainment,Expense,479.9
2025-08-22,Medical,Expense,479.9
2025-05-21,Entertainment,Expense,479.9
2025-01-10,Shopping,Expense,479.9
2025-12-27,Rent,Expense,479.9
2025-04-14,Entertainment,Expense,479.9
2025-04-17,Travel,Expense,479.9
2025-12-05,Entertainment,Expense,479.9
2025-05-12,Travel,Expense,479.9
2025-05-31,Travel,Expense,479.9
2025-07-11,Rent,Expense,479.9
2025-01-13,Shopping,Expense,479.9
2025-06-14,Travel,Expense,479.9
2025-08-07,Entertainment,Expense,479.9
2025-07-15,Entertainment,Expense,479.9
2025-06-16,Travel,Expense,479.9
2025-10-13,Rent,Expense,479.9
2025-10-14,Rent,Expense,479.9
2025-04-13,Shopping,Expense,479.9
2025-04-21,Rent,Expense,479.9
2025-11-13,Food,Expense,479.9
2025-09-15,Shopping,Expense,479.9
2025-08-14,Food,Expense,479.9
2025-05-21,Rent,Expense,479.9
2025-02-24,Rent,Expense,479.9
2025-02-08,Travel,Expense,479.9
2025-05-05,Food,Expense,479.9
2025-03-24,Food,Expense,479.9
2025-06-16,Entertainment,Expense,479.9
2025-09-03,Rent,Expense,479.9
2025-10-31,Medical,Expense,479.9
2025-08-29,Shopping,Expense,479.9
2025-01-24,Travel,Expense,479.9
2025-12-04,Rent,Expense,479.9
2025-07-19,Food,Expense,479.9
2025-12-19,Shopping,Expense,479.9
2025-12-28,Travel,Expense,479.9
2025-09-07,Shopping,Expense,479.9
2025-05-08,Shopping,Expense,479.9
2025-05-24,Travel,Expense,479.9
2025-11-07,Rent,Expense,479.9
2025-10-28,Food,Expense,479.9
2025-07-12,Rent,Expense,479.9
2025-01-31,Medical,Expense,479.9
2025-02-21,Food,Expense,479.9
2025-01-29,Medical,Expense,479.9
2025-11-24,Rent,Expense,479.9
2025-06-25,Shopping,Expense,479.9
2025-05-22,Shopping,Expense,479.9
2025-10-03,Entertainment,Expense,479.9
2025-07-09,Travel,Expense,479.9
2025-08-13,Rent,Expense,479.9
2025-05-26,Travel,Expense,479.9
2025-02-26,Entertainment,Expense,479.9
2025-08-30,Shopping,Expense,479.9
2025-03-10,Rent,Expense,479.9
2025-02-07,Rent,Expense,479.9
2025-06-16,Shopping,Expense,479.9
2025-07-31,Travel,Expense,479.9
2025-03-19,Rent,Expense,479.9
2025-03-19,Travel,Expense,479.9
2025-10-29,Rent,Expense,479.9
2025-06-03,Travel,Expense,479.9
2025-10-21,Food,Expense,479.9
2025-04-13,Travel,Expense,479.9
2025-10-15,Entertainment,Expense,479.9
2025-02-15,Rent,Expense,479.9
2025-08-13,Rent,Expense,479.9
2025-05-06,Travel,Expense,479.9
2025-06-17,Medical,Expense,479.9
2025-10-21,Medical,Expense,479.9
2025-10-07,Entertainment,Expense,479.9
2025-12-05,Travel,Expense,479.9
2025-05-14,Food,Expense,479.9
2025-10-13,Shopping,Expense,479.9
2025-09-29,Entertainment,Expense,479.9
2025-05-30,Shopping,Expense,479.9
2025-12-20,Medical,Expense,479.9
2025-01-12,Shopping,Expense,479.9
2025-03-13,Entertainment,Expense,479.9
2025-02-04,Food,Expense,479.9
2025-12-25,Shopping,Expense,479.9
2025-12-31,Entertainment,Expense,479.9
2025-06-10,Medical,Expense,479.9
2025-07-04,Shopping,Expense,479.9
2025-08-17,Entertainment,Expense,479.9
2025-04-20,Rent,Expense,479.9
2025-04-05,Food,Expense,479.9
2025-06-14,Food,Expense,479.9
2025-08-28,Medical,Expense,479.9
2025-04-27,Food,Expense,479.9
2025-08-24,Travel,Expense,479.9
2025-07-05,Shopping,Expense,479.9
2025-06-20,Shopping,Expense,479.9
2025-04-12,Travel,Expense,479.9
2025-12-13,Entertainment,Expense,479.9
2025-12-27,Medical,Expense,479.9
2025-05-13,Medical,Expense,479.9
2025-05-11,Medical,Expense,479.9
2025-11-06,Medical,Expense,479.9
2025-01-12,Travel,Expense,479.9
2025-03-13,Entertainment,Expense,479.9
2025-03-03,Rent,Expense,479.9
2025-11-25,Medical,Expense,479.9
2025-07-30,Food,Expense,479.9
2025-08-07,Travel,Expense,479.9
2025-07-22,Food,Expense,479.9
2025-09-07,Shopping,Expense,479.9
2025-01-25,Entertainment,Expense,479.9
2025-09-28,Medical,Expense,479.9
2025-01-31,Rent,Expense,479.9
2025-09-20,Medical,Expense,479.9
2025-07-11,Shopping,Expense,479.9
2025-01-09,Food,Expense,479.9
2025-10-17,Rent,Expense,479.9
2025-08-12,Travel,Expense,479.9
2025-01-17,Travel,Expense,479.9
2025-09-16,Food,Expense,479.9
2025-06-17,Entertainment,Expense,479.9
2025-10-03,Shopping,Expense,479.9
2025-09-09,Entertainment,Expense,479.9
2025-05-25,Rent,Expense,479.9
2025-10-22,Shopping,Expense,479.9
2025-06-20,Entertainment,Expense,479.9
2025-11-21,Shopping,Expense,479.9
2025-02-04,Medical,Expense,479.9
2025-02-08,Travel,Expense,479.9
2025-10-17,Entertainment,Expense,479.9
2025-02-17,Rent,Expense,479.9
2025-10-13,Entertainment,Expense,479.9
2025-02-27,Medical,Expense,479.9
2025-09-30,Medical,Expense,479.9
2025-03-23,Medical,Expense,479.9
2025-09-20,Shopping,Expense,479.9
2025-02-14,Food,Expense,479.9
2025-10-21,Rent,Expense,479.9
2025-08-28,Rent,Expense,479.9
2025-11-09,Medical,Expense,479.9
2025-11-29,Travel,Expense,479.9
2025-04-08,Travel,Expense,479.9
2025-02-07,Shopping,Expense,479.9
2025-12-17,Food,Expense,479.9
2025-08-09,Shopping,Expense,479.9
2025-05-22,Shopping,Expense,479.9
2025-08-27,Rent,Expense,479.9
2025-08-20,Travel,Expense,479.9
2025-03-19,Medical,Expense,479.9
2025-11-30,Shopping,Expense,479.9
2025-06-19,Rent,Expense,479.9
2025-02-07,Travel,Expense,479.9
2025-04-04,Rent,Expense,479.9
2025-11-28,Medical,Expense,479.9
2025-10-22,Food,Expense,479.9
2025-06-23,Entertainment,Expense,479.9
2025-08-21,Food,Expense,479.9
2025-09-28,Food,Expense,479.9
2025-12-21,Medical,Expense,479.9
2025-08-10,Travel,Expense,479.9
2025-01-11,Travel,Expense,479.9
2025-07-25,Rent,Expense,479.9
2025-10-22,Food,Expense,479.9
2025-05-31,Travel,Expense,479.9
2025-01-04,Rent,Expense,479.9
2025-11-16,Rent,Expense,479.9
2025-07-19,Medical,Expense,479.9
2025-01-10,Entertainment,Expense,479.9
2025-01-05,Food,Expense,479.9
2025-04-26,Food,Expense,479.9
2025-06-15,Entertainment,Expense,479.9
2025-08-07,Medical,Expense,479.9
2025-03-19,Rent,Expense,479.9
2025-05-13,Entertainment,Expense,479.9
2025-04-25,Travel,Expense,479.9
2025-10-27,Travel,Expense,479.9
2025-12-12,Entertainment,Expense,479.9
2025-06-17,Travel,Expense,479.9
2025-09-30,Travel,Expense,479.9
2025-08-23,Shopping,Expense,479.9
2025-12-01,Food,Expense,479.9
2025-12-07,Food,Expense,479.9
2025-04-13,Shopping,Expense,479.9
2025-10-22,Food,Expense,479.9
2025-07-01,Medical,Expense,479.9
2025-10-23,Rent,Expense,479.9
2025-03-20,Food,Expense,479.9
2025-04-07,Shopping,Expense,479.9
2025-03-17,Entertainment,Expense,479.9
2025-04-16,Medical,Expense,479.9
2025-06-07,Rent,Expense,479.9
2025-04-03,Travel,Expense,479.9
2025-02-21,Food,Expense,479.9
2025-01-14,Shopping,Expense,479.9
2025-10-01,Travel,Expense,479.9
2025-11-05,Medical,Expense,479.9
2025-01-21,Food,Expense,479.9
2025-03-07,Food,Expense,479.9
2025-10-04,Shopping,Expense,479.9
2025-06-28,Medical,Expense,479.9
2025-02-05,Medical,Expense,479.9
2025-06-17,Entertainment,Expense,479.9
2025-06-11,Entertainment,Expense,479.9
2025-04-28,Travel,Expense,479.9
2025-12-03,Food,Expense,479.9
2025-04-17,Rent,Expense,479.9
2025-04-14,Entertainment,Expense,479.9
2025-06-05,Shopping,Expense,479.9
2025-03-25,Medical,Expense,479.9
2025-08-06,Travel,Expense,479.9
2025-05-19,Entertainment,Expense,479.9
2025-04-30,Entertainment,Expense,479.9
2025-04-22,Entertainment,Expense,479.9
2025-07-01,Food,Expense,479.9
2025-01-14,Rent,Expense,479.9
2025-03-12,Travel,Expense,479.9
2025-08-14,Rent,Expense,479.9
2025-03-05,Shopping,Expense,479.9
2025-07-12,Food,Expense,479.9
2025-01-14,Food,Expense,479.9
2025-08-16,Medical,Expense,479.9
2025-04-17,Medical,Expense,479.9
2025-07-14,Travel,Expense,479.9
2025-01-26,Medical,Expense,479.9
2025-08-17,Shopping,Expense,479.9
2025-08-13,Food,Expense,479.9
2025-07-24,Rent,Expense,479.9
2025-04-12,Entertainment,Expense,479.9
2025-04-16,Shopping,Expense,479.9
2025-07-14,Shopping,Expense,479.9
2025-10-30,Rent,Expense,479.9
2025-03-05,Medical,Expense,479.9
2025-02-17,Entertainment,Expense,479.9
2025-03-31,Travel,Expense,479.9
2025-09-17,Food,Expense,479.9
2025-10-24,Entertainment,Expense,479.9
2025-09-22,Food,Expense,479.9
2025-03-04,Entertainment,Expense,479.9
2025-03-25,Medical,Expense,479.9
2025-04-18,Food,Expense,479.9
2025-03-03,Entertainment,Expense,479.9
2025-09-08,Shopping,Expense,479.9
2025-11-06,Travel,Expense,479.9
2025-07-03,Travel,Expense,479.9
2025-06-12,Travel,Expense,479.9
2025-08-01,Travel,Expense,479.9
2025-04-08,Entertainment,Expense,479.9
2025-04-18,Food,Expense,479.9
2025-02-16,Entertainment,Expense,479.9
2025-09-17,Travel,Expense,479.9
2025-07-04,Travel,Expense,479.9
2025-09-02,Travel,Expense,479.9
2025-05-11,Travel,Expense,479.9
2025-09-18,Travel,Expense,479.9
2025-02-27,Shopping,Expense,479.9
2025-08-22,Rent,Expense,479.9
2025-01-09,Food,Expense,479.9
2025-01-04,Entertainment,Expense,479.9
2025-07-14,Rent,Expense,479.9
2025-08-04,Travel,Expense,479.9
2025-07-24,Medical,Expense,479.9
2025-02-21,Travel,Expense,479.9
2025-07-01,Food,Expense,479.9
2025-07-04,Food,Expense,479.9
2025-06-08,Entertainment,Expense,479.9
2025-02-03,Entertainment,Expense,479.9
2025-08-11,Travel,Expense,479.9
2025-11-30,Shopping,Expense,479.9
2025-06-03,Entertainment,Expense,479.9
2025-04-28,Shopping,Expense,479.9
2025-12-26,Entertainment,Expense,479.9
2025-02-13,Rent,Expense,479.9
2025-11-30,Travel,Expense,479.9
2025-11-26,Entertainment,Expense,479.9
2025-07-19,Food,Expense,479.9
2025-08-30,Travel,Expense,479.9
2025-01-09,Rent,Expense,479.9
2025-05-21,Rent,Expense,479.9
2025-11-28,Food,Expense,479.9
2025-06-15,Travel,Expense,479.9
2025-01-24,Shopping,Expense,479.9
2025-03-14,Food,Expense,479.9
2025-05-08,Medical,Expense,479.9
2025-04-01,Travel,Expense,479.9
2025-10-17,Entertainment,Expense,479.9
2025-01-05,Rent,Expense,479.9
2025-03-07,Food,Expense,479.9
2025-09-23,Food,Expense,479.9
2025-03-21,Travel,Expense,479.9
2025-03-13,Travel,Expense,479.9
2025-12-22,Food,Expense,479.9
2025-08-29,Travel,Expense,479.9
2025-01-20,Rent,Expense,479.9
2025-02-01,Food,Expense,479.9
2025-11-02,Rent,Expense,479.9
2025-04-18,Travel,Expense,479.9
2025-12-05,Entertainment,Expense,479.9
2025-05-31,Travel,Expense,479.9
2025-07-10,Shopping,Expense,479.9
2025-11-13,Entertainment,Expense,479.9
2025-08-01,Medical,Expense,479.9
2025-03-22,Entertainment,Expense,479.9
2025-08-03,Medical,Expense,479.9
2025-03-30,Entertainment,Expense,479.9
2025-03-31,Medical,Expense,479.9
2025-09-23,Medical,Expense,479.9
2025-03-19,Medical,Expense,479.9
2025-12-09,Shopping,Expense,479.9
2025-04-03,Rent,Expense,479.9
2025-07-06,Travel,Expense,479.9
2025-02-26,Medical,Expense,479.9
2025-03-25,Medical,Expense,479.9
2025-01-16,Entertainment,Expense,479.9
2025-09-12,Medical,Expense,479.9
2025-04-15,Travel,Expense,479.9
2025-06-06,Rent,Expense,479.9
2025-07-26,Rent,Expense,479.9
2025-11-17,Travel,Expense,479.9
2025-07-11,Medical,Expense,479.9
2025-05-16,Rent,Expense,479.9
2025-11-15,Shopping,Expense,479.9
2025-06-14,Shopping,Expense,479.9
2025-01-15,Shopping,Expense,479.9
2025-01-14,Medical,Expense,479.9
2025-06-19,Travel,Expense,479.9
2025-01-15,Entertainment,Expense,479.9
2025-08-29,Food,Expense,479.9
2025-01-18,Travel,Expense,479.9
2025-03-15,Rent,Expense,479.9
2025-07-28,Shopping,Expense,479.9
2025-01-24,Rent,Expense,479.9
2025-10-04,Medical,Expense,479.9
2025-07-13,Rent,Expense,479.9
2025-11-03,Food,Expense,479.9
2025-09-26,Medical,Expense,479.9
2025-03-28,Food,Expense,479.9
2025-03-22,Entertainment,Expense,479.9
2025-02-21,Travel,Expense,479.9
2025-01-08,Food,Expense,479.9
2025-06-28,Travel,Expense,479.9
2025-04-25,Entertainment,Expense,479.9
2025-02-17,Entertainment,Expense,479.9
2025-08-03,Medical,Expense,479.9
2025-02-03,Food,Expense,479.9
2025-02-27,Medical,Expense,479.9
2025-09-01,Rent,Expense,479.9
2025-08-26,Rent,Expense,479.9
2025-08-01,Entertainment,Expense,479.9
2025-10-02,Medical,Expense,479.9
2025-08-14,Entertainment,Expense,479.9
2025-03-10,Entertainment,Expense,479.9
2025-11-05,Travel,Expense,479.9
2025-11-23,Food,Expense,479.9
2025-01-01,Medical,Expense,479.9
2025-06-09,Travel,Expense,479.9
2025-09-01,Medical,Expense,479.9
2025-08-29,Travel,Expense,479.9
2025-05-12,Travel,Expense,479.9
2025-03-07,Travel,Expense,479.9
2025-06-15,Food,Expense,479.9
2025-12-03,Medical,Expense,479.9
2025-10-04,Medical,Expense,479.9
2025-07-07,Medical,Expense,479.9
2025-11-11,Food,Expense,479.9
2025-12-09,Travel,Expense,479.9
2025-02-19,Medical,Expense,479.9
2025-09-02,Medical,Expense,479.9
2025-09-10,Food,Expense,479.9
2025-10-20,Shopping,Expense,479.9
2025-04-11,Medical,Expense,479.9
2025-03-06,Medical,Expense,479.9
2025-04-23,Food,Expense,479.9
2025-09-21,Shopping,Expense,479.9
2025-03-08,Shopping,Expense,479.9
2025-03-15,Shopping,Expense,479.9
2025-04-26,Medical,Expense,479.9
2025-12-04,Travel,Expense,479.9
2025-02-12,Travel,Expense,479.9
2025-02-18,Food,Expense,479.9
2025-07-26,Rent,Expense,479.9
2025-05-25,Rent,Expense,479.9
2025-11-11,Travel,Expense,479.9
2025-02-23,Travel,Expense,479.9
2025-05-08,Travel,Expense,479.9
2025-04-26,Entertainment,Expense,479.9
2025-05-09,Entertainment,Expense,479.9
2025-04-05,Food,Expense,479.9
2025-12-04,Medical,Expense,479.9
2025-06-04,Travel,Expense,479.9
2025-06-18,Medical,Expense,479.9
2025-12-30,Rent,Expense,479.9
2025-08-25,Food,Expense,479.9
2025-12-09,Rent,Expense,479.9
2025-10-30,Entertainment,Expense,479.9
2025-09-24,Entertainment,Expense,479.9
2025-09-22,Medical,Expense,479.9
2025-10-23,Food,Expense,479.9
2025-05-17,Entertainment,Expense,479.9
2025-03-09,Shopping,Expense,479.9
2025-06-17,Rent,Expense,479.9
2025-08-05,Travel,Expense,479.9
2025-07-11,Entertainment,Expense,479.9
2025-12-05,Shopping,Expense,479.9
2025-03-16,Shopping,Expense,479.9
2025-10-24,Food,Expense,479.9
2025-01-18,Food,Expense,479.9
2025-07-17,Food,Expense,479.9
2025-11-20,Food,Expense,479.9
2025-01-25,Entertainment,Expense,479.9
2025-04-12,Entertainment,Expense,479.9
2025-04-04,Food,Expense,479.9
2025-01-08,Entertainment,Expense,479.9
2025-03-15,Food,Expense,479.9
2025-11-21,Food,Expense,479.9
2025-01-18,Shopping,Expense,479.9
2025-05-02,Travel,Expense,479.9
2025-03-24,Entertainment,Expense,479.9
2025-07-23,Entertainment,Expense,479.9
2025-06-15,Medical,Expense,479.9
2025-01-06,Food,Expense,479.9
2025-10-20,Food,Expense,479.9
2025-09-04,Entertainment,Expense,479.9
2025-09-05,Travel,Expense,479.9
2025-06-26,Rent,Expense,479.9
2025-04-07,Food,Expense,479.9
2025-11-18,Rent,Expense,479.9
2025-10-23,Medical,Expense,479.9
2025-07-27,Entertainment,Expense,479.9
2025-08-20,Shopping,Expense,479.9
2025-04-20,Food,Expense,479.9
2025-08-21,Entertainment,Expense,479.9
2025-11-15,Entertainment,Expense,479.9
2025-05-15,Medical,Expense,479.9
2025-10-07,Food,Expense,479.9
2025-08-14,Entertainment,Expense,479.9
2025-03-02,Travel,Expense,479.9
2025-05-24,Shopping,Expense,479.9
2025-12-02,Shopping,Expense,479.9
2025-09-21,Rent,Expense,479.9
2025-06-22,Entertainment,Expense,479.9
2025-06-22,Food,Expense,479.9
2025-04-06,Medical,Expense,479.9
2025-05-11,Entertainment,Expense,479.9
2025-06-24,Shopping,Expense,479.9
2025-09-07,Shopping,Expense,479.9
2025-10-09,Shopping,Expense,479.9
2025-08-22,Travel,Expense,479.9
2025-12-06,Food,Expense,479.9
2025-02-19,Medical,Expense,479.9
2025-12-09,Travel,Expense,479.9
2025-06-25,Medical,Expense,479.9
2025-09-23,Entertainment,Expense,479.9
2025-05-15,Medical,Expense,479.9
2025-02-02,Medical,Expense,479.9
2025-07-07,Rent,Expense,479.9
2025-08-07,Shopping,Expense,479.9
2025-11-25,Rent,Expense,479.9
2025-01-14,Medical,Expense,479.9
2025-10-06,Food,Expense,479.9
2025-03-06,Travel,Expense,479.9
2025-02-18,Travel,Expense,479.9
2025-04-27,Shopping,Expense,479.9
2025-08-23,Medical,Expense,479.9
2025-02-26,Medical,Expense,479.9
2025-03-03,Food,Expense,479.9
2025-10-09,Shopping,Expense,479.9
2025-12-31,Rent,Expense,479.9
2025-06-01,Rent,Expense,479.9
2025-03-06,Food,Expense,479.9
2025-06-27,Medical,Expense,479.9
2025-06-07,Rent,Expense,479.9
2025-08-20,Rent,Expense,479.9
2025-08-12,Food,Expense,479.9
2025-10-11,Food,Expense,479.9
2025-02-12,Medical,Expense,479.9
2025-09-16,Food,Expense,479.9
2025-04-04,Food,Expense,479.9
2025-07-23,Entertainment,Expense,479.9
2025-09-19,Shopping,Expense,479.9
2025-04-10,Travel,Expense,479.9
2025-03-14,Rent,Expense,479.9
2025-12-15,Shopping,Expense,479.9
2025-04-24,Entertainment,Expense,479.9
2025-01-09,Shopping,Expense,479.9
2025-04-12,Food,Expense,479.9
2025-07-01,Shopping,Expense,479.9
