date,description,expense/income,amount
2025-08-20,Bonus,Income,36208.0
2025-06-24,Movie Tickets,Expense,1498.0
2025-09-02,Cashback,Income,46715.0
2025-08-06,Freelance Payment,Income,68036.0
2025-12-08,Freelance Payment,Income,49262.0
2025-05-07,Netflix Subscription,Expense,4943.0
2025-05-23,Refund,Income,40400.0
2025-10-09,Freelance Payment,Income,10676.0
2025-03-03,Electricity Bill,Expense,4654.0
2025-06-27,,Expense,1657.0
2025-04-10,Bonus,Income,49420.0
2025-10-08,Electricity Bill,Expense,2536.0
2025-03-01,Cashback,Income,66315.0
2025-08-06,Fuel Payment,Expense,
31-03-2025,Movie Tickets,Expense,4367.0
2025-04-04,Swiggy Order,Expense,4414.0
2025-01-03,Freelance Payment,Income,25075.0
2025-12-14,Uber Ride,Expense,3030.0
2025-03-08,Uber Ride,Expense,4959.0
2025-01-08,,Expense,386.0
2025-07-04,Grocery Store,Expense,1315.0
2025-06-20,Movie Tickets,Expense,2228.0
2025-08-09,Electricity Bill,Expense,1583.0
2025-11-29,Freelance Payment,Income,10582.0
2025-02-23,,Expense,4575.0
2025-05-31,Amazon Purchase,Expense,1415.0
2025-10-22,Movie Tickets,Expense,3224.0
2025-04-06,Zomato Order,Expense,890.0
2025-10-21,Amazon Purchase,Expense,376.0
2025-02-22,Electricity Bill,Expense,1097.0
2025-09-14,Monthly Salary,Income,48757.0
2025-02-24,Freelance Payment,Income,12803.0
2025-05-18,Electricity Bill,Expense,1869.0
2025-08-07,Medical Store,Expense,5609.0
2025-12-11,Refund,Income,54533.0
2025-10-25,Netflix Subscription,Expense,869.0
2025-11-04,Swiggy Order,Expense,923.0
2025-04-23,Swiggy Order,Expense,1745.0
2025-04-02,Bonus,Income,71630.0
2025-09-30,Refund,Income,52013.0
2025-12-04,Amazon Purchase,Expense,1102.0
2025-06-25,Swiggy Order,Expense,726.0
2025-09-25,Zomato Order,Expense,5908.0
2025-11-16,Electricity Bill,Expense,1139.0
2025-04-16,Grocery Store,Expense,4098.0
2025-02-15,Movie Tickets,Expense,2027.0
07-10-2025,Swiggy Order,Expense,4843.0
2025-04-03,Interest Received,Income,31577.0
2025-02-11,Freelance Payment,Income,51187.0
2025-09-14,Zomato Order,Expense,4190.0
2025-05-26,Interest Received,Income,55397.0
2025-05-19,Swiggy Order,Expense,1949.0
2025-11-12,Grocery Store,Expense,2523.0
2025-08-02,Zomato Order,Expense,247.0
2025-04-07,Grocery Store,Expense,1969.0
2025-07-19,Amazon Purchase,Expense,1579.0
2025-08-17,Refund,Income,16315.0
2025-08-09,Cashback,Income,
2025-02-23,Medical Store,Expense,4912.0
2025-10-04,Netflix Subscription,Expense,408.0
2025-12-31,Cashback,Income,56841.0
2025-07-17,Netflix Subscription,Expense,3760.0
2025-09-19,Bonus,Income,70584.0
2025-01-04,Cashback,Income,26280.0
2025-11-18,Movie Tickets,Expense,5975.0
2025-01-12,Interest Received,Income,38565.0
2025-06-17,Amazon Purchase,Expense,1615.0
2025-08-14,Grocery Store,Expense,1555.0
2025-09-15,Monthly Salary,Income,68962.0
2025-02-01,Interest Received,Income,12547.0
2025-06-11,Netflix Subscription,Expense,3569.0
2025-10-18,Freelance Payment,Income,67729.0
12-11-2025,Amazon Purchase,Expense,4899.0
2025-10-28,Electricity Bill,Expense,
2025-03-29,Freelance Payment,Income,65414.0
2025-10-10,Zomato Order,Expense,2216.0
2025-01-25,Fuel Payment,Expense,5713.0
2025-05-12,Medical Store,Expense,1443.0
2025-09-04,Bonus,Income,52043.0
2025-02-22,Netflix Subscription,Expense,738.0
2025-08-12,Interest Received,Income,40642.0
2025-02-22,Interest Received,Income,16397.0
2025-11-07,Amazon Purchase,Expense,1890.0
2025-08-18,Swiggy Order,Expense,5354.0
2025-03-07,Zomato Order,Expense,1871.0
03-01-2025,Electricity Bill,Expense,3906.0
2025-11-27,Movie Tickets,Expense,1856.0
2025-12-17,Monthly Salary,Income,52506.0
2025-01-09,Refund,Income,50484.0
2025-04-30,Refund,Income,38846.0
2025-08-01,Refund,Income,52434.0
2025-02-24,Medical Store,Expense,5823.0
2025-10-16,Bonus,Income,47707.0
2025-09-24,Cashback,Income,57689.0
2025-04-17,Refund,Income,16179.0
2025-01-24,Cashback,Income,77305.0
2025-06-22,Monthly Salary,Income,53831.0
2025-02-21,Zomato Order,Expense,3212.0
2025-02-09,Fuel Payment,Expense,5536.0
2025-12-30,Electricity Bill,Expense,5912.0
2025-12-31,Amazon Purchase,Expense,4967.0
11-03-2025,Monthly Salary,Income,26101.0
2025-11-20,Interest Received,Income,26009.0
2025-04-17,Grocery Store,Expense,1614.0
2025-04-29,Freelance Payment,Income,26916.0
2025-12-05,Amazon Purchase,Expense,1979.0
2025-11-15,Netflix Subscription,Expense,5109.0
2025-03-10,Zomato Order,Expense,2794.0
2025-12-15,Swiggy Order,Expense,5242.0
06-03-2025,Medical Store,Expense,2302.0
2025-09-13,Zomato Order,Expense,965.0
2025-01-21,Fuel Payment,Expense,837.0
2025-06-19,Freelance Payment,Income,16298.0
2025-10-01,Netflix Subscription,Expense,3620.0
2025-07-03,Fuel Payment,Expense,5092.0
2025-04-28,Medical Store,Expense,4536.0
2025-04-03,Swiggy Order,Expense,1956.0
2025-11-03,Swiggy Order,Expense,3552.0
2025-06-09,Medical Store,Expense,2776.0
2025-05-12,Uber Ride,Expense,1019.0
2025-05-13,Electricity Bill,Expense,2137.0
2025-01-18,Zomato Order,Expense,3527.0
2025-10-13,Cashback,Income,25799.0
2025-05-23,Freelance Payment,Income,47955.0
2025-12-07,Movie Tickets,Expense,3108.0
2025-02-11,Electricity Bill,Expense,2891.0
2025-05-12,Interest Received,Income,22196.0
2025-02-13,Fuel Payment,Expense,4945.0
2025-07-23,Amazon Purchase,Expense,5632.0
2025-07-07,Grocery Store,Expense,2362.0
2025-04-17,Netflix Subscription,Expense,1115.0
2025-08-14,,Expense,4038.0
15-10-2025,Grocery Store,Expense,3975.0
2025-07-22,Fuel Payment,Expense,4781.0
2025-02-14,Fuel Payment,Expense,5110.0
2025-09-22,Fuel Payment,Expense,1495.0
2025-01-07,Fuel Payment,Expense,2825.0
2025-01-19,Netflix Subscription,Expense,3175.0
2025-08-24,Monthly Salary,Income,27447.0
2025-08-29,Refund,Income,19358.0
2025-06-08,Uber Ride,Expense,1651.0
2025-07-29,Electricity Bill,Expense,3170.0
2025-06-25,Electricity Bill,Expense,3905.0
2025-10-06,Interest Received,Income,41996.0
13-03-2025,Monthly Salary,Income,28648.0
2025-06-02,Movie Tickets,Expense,4318.0
2025-01-29,Monthly Salary,Income,42118.0
2025-03-19,Swiggy Order,Expense,5945.0
2025-02-05,Bonus,Income,50469.0
2025-07-26,Grocery Store,Expense,5768.0
2025-08-18,Cashback,Income,63577.0
2025-12-06,,Expense,
2025-04-05,Freelance Payment,Income,63674.0
2025-02-16,Swiggy Order,Expense,1356.0
2025-05-10,Monthly Salary,Income,39064.0
27-08-2025,Interest Received,Income,39183.0
2025-04-18,Amazon Purchase,Expense,387.0
2025-06-19,Monthly Salary,Income,44126.0
2025-07-11,Swiggy Order,Expense,3042.0
2025-06-30,Refund,Income,52516.0
2025-01-08,Cashback,Income,58154.0
2025-03-18,Amazon Purchase,Expense,1502.0
2025-03-18,Grocery Store,Expense,4951.0
2025-07-18,Movie Tickets,Expense,3528.0
2025-04-03,Amazon Purchase,Expense,2989.0
2025-12-05,Bonus,Income,32895.0
2025-08-10,Electricity Bill,Expense,983.0
2025-11-23,Medical Store,Expense,
2025-11-23,Swiggy Order,Expense,5596.0
2025-08-15,Freelance Payment,Income,10610.0
2025-09-20,Medical Store,Expense,4795.0
02-11-2025,Freelance Payment,Income,55622.0
2025-09-25,Electricity Bill,Expense,3862.0
14-05-2025,Freelance Payment,Income,23691.0
2025-06-28,Movie Tickets,Expense,4921.0
2025-03-10,Interest Received,Income,31049.0
2025-07-23,Grocery Store,Expense,716.0
2025-12-20,,Income,62925.0
2025-06-06,Cashback,Income,23114.0
2025-06-04,Cashback,Income,75704.0
2025-05-23,Medical Store,Expense,3941.0
2025-08-14,Freelance Payment,Income,59161.0
2025-05-02,Medical Store,Expense,2629.0
2025-07-08,Zomato Order,Expense,4442.0
2025-03-02,Electricity Bill,Expense,4248.0
2025-05-07,Uber Ride,Expense,5427.0
11-02-2025,Zomato Order,Expense,
2025-03-02,Movie Tickets,Expense,5882.0
2025-02-15,Electricity Bill,Expense,894.0
2025-05-13,Interest Received,Income,71265.0
2025-10-29,Interest Received,Income,22645.0
2025-03-30,Cashback,Income,18878.0
2025-01-05,Electricity Bill,Expense,4114.0
2025-11-26,Cashback,Income,77816.0
2025-06-18,Amazon Purchase,Expense,1540.0
2025-11-16,Swiggy Order,Expense,3363.0
2025-11-07,Electricity Bill,Expense,3774.0
2025-10-20,,Expense,1627.0
2025-11-28,Bonus,Income,78581.0
2025-05-22,Refund,Income,49658.0
01-12-2025,Swiggy Order,Expense,4865.0
2025-01-24,Freelance Payment,Income,75747.0
2025-08-03,Uber Ride,Expense,1839.0
2025-02-25,Electricity Bill,Expense,2625.0
2025-05-27,Medical Store,Expense,2362.0
2025-07-25,Interest Received,Income,31854.0
2025-05-08,Monthly Salary,Income,26930.0
2025-11-22,Monthly Salary,Income,
2025-03-13,,Expense,4724.0
2025-03-17,Fuel Payment,Expense,
16-11-2025,Movie Tickets,Expense,3466.0
2025-03-18,Movie Tickets,Expense,1629.0
2025-07-20,Electricity Bill,Expense,784.0
2025-10-27,Zomato Order,Expense,4650.0
2025-04-20,Bonus,Income,31506.0
2025-03-03,Refund,Income,61798.0
2025-07-24,Movie Tickets,Expense,4369.0
2025-12-21,Fuel Payment,Expense,3854.0
2025-12-05,Zomato Order,Expense,3024.0
2025-05-16,Bonus,Income,16720.0
2025-05-11,Grocery Store,Expense,2357.0
2025-01-17,Refund,Income,36298.0
2025-04-19,Freelance Payment,Income,78768.0
2025-01-27,Fuel Payment,Expense,612.0
2025-09-07,Cashback,Income,69588.0
2025-07-02,Medical Store,Expense,4359.0
2025-08-28,Zomato Order,Expense,2798.0
2025-10-29,Bonus,Income,75380.0
12-12-2025,Refund,Income,48144.0
2025-11-10,Medical Store,Expense,1058.0
2025-01-23,Zomato Order,Expense,5742.0
2025-11-11,Movie Tickets,Expense,4905.0
2025-08-19,Interest Received,Income,25183.0
12-01-2025,Swiggy Order,Expense,5879.0
2025-08-24,Netflix Subscription,Expense,3924.0
2025-06-05,Swiggy Order,Expense,3913.0
2025-12-30,Cashback,Income,15564.0
2025-01-27,Refund,Income,77534.0
2025-12-12,Grocery Store,Expense,1994.0
2025-03-03,Cashback,Income,49668.0
2025-01-10,Netflix Subscription,Expense,5808.0
2025-09-18,Monthly Salary,Income,40121.0
2025-05-08,Netflix Subscription,Expense,1063.0
2025-05-19,Refund,Income,13779.0
2025-10-05,Movie Tickets,Expense,5249.0
2025-12-22,Grocery Store,Expense,1331.0
2025-10-30,Medical Store,Expense,5294.0
2025-04-18,Grocery Store,Expense,3444.0
2025-08-24,Bonus,Income,66212.0
24-10-2025,Fuel Payment,Expense,3374.0
2025-11-29,Amazon Purchase,Expense,4031.0
2025-05-20,Amazon Purchase,Expense,2300.0
2025-06-25,Netflix Subscription,Expense,1066.0
28-04-2025,Bonus,Income,70211.0
2025-06-22,Monthly Salary,Income,27769.0
2025-04-03,Bonus,Income,72310.0
2025-09-07,Zomato Order,Expense,1576.0
2025-12-25,Uber Ride,Expense,1187.0
2025-10-05,Interest Received,Income,40652.0
2025-08-14,Grocery Store,Expense,4010.0
2025-04-07,Electricity Bill,Expense,3087.0
2025-05-27,Refund,Income,67719.0
2025-11-28,Movie Tickets,Expense,5857.0
2025-12-22,Movie Tickets,Expense,3698.0
2025-09-12,Grocery Store,Expense,964.0
2025-10-06,Freelance Payment,Income,10265.0
2025-10-04,,Income,71720.0
2025-07-29,Movie Tickets,Expense,1481.0
2025-04-17,Movie Tickets,Expense,590.0
2025-04-29,Cashback,Income,36065.0
2025-05-16,Freelance Payment,Income,58385.0
2025-08-16,Electricity Bill,Expense,1513.0
2025-12-13,Uber Ride,Expense,3787.0
2025-07-20,Medical Store,Expense,3542.0
2025-12-15,Electricity Bill,Expense,247.0
2025-04-08,Cashback,Income,31666.0
2025-01-16,Freelance Payment,Income,36778.0
2025-02-05,Grocery Store,Expense,
2025-04-22,Zomato Order,Expense,3524.0
02-09-2025,Movie Tickets,Expense,3758.0
2025-02-22,Bonus,Income,52550.0
2025-04-28,Cashback,Income,48090.0
2025-03-27,Cashback,Income,23016.0
2025-10-16,Electricity Bill,Expense,581.0
2025-11-13,Zomato Order,Expense,4144.0
2025-04-09,Medical Store,Expense,413.0
2025-04-21,Electricity Bill,Expense,5192.0
2025-10-01,Medical Store,Expense,5788.0
2025-09-11,Refund,Income,59911.0
2025-02-04,Movie Tickets,Expense,2873.0
2025-06-29,Freelance Payment,Income,65908.0
2025-07-26,Grocery Store,Expense,3257.0
10-05-2025,Grocery Store,Expense,5885.0
2025-10-08,Medical Store,Expense,1630.0
2025-08-30,Medical Store,Expense,2982.0
2025-11-12,Uber Ride,Expense,2955.0
2025-09-01,Uber Ride,Expense,1712.0
17-11-2025,Cashback,Income,51267.0
2025-05-09,Netflix Subscription,Expense,2905.0
2025-12-08,Fuel Payment,Expense,3818.0
2025-07-28,,Income,20550.0
2025-01-07,Interest Received,Income,49181.0
2025-03-11,Swiggy Order,Expense,4023.0
2025-04-22,Amazon Purchase,Expense,323.0
2025-12-14,Freelance Payment,Income,13326.0
2025-01-10,Grocery Store,Expense,2926.0
2025-10-20,Cashback,Income,45558.0
2025-12-30,Freelance Payment,Income,14449.0
2025-12-06,Netflix Subscription,Expense,871.0
2025-08-01,Cashback,Income,34822.0
2025-01-18,Netflix Subscription,Expense,3408.0
2025-12-24,Electricity Bill,Expense,5693.0
2025-01-18,Medical Store,Expense,736.0
2025-05-09,Fuel Payment,Expense,825.0
2025-09-28,Uber Ride,Expense,610.0
2025-04-10,Netflix Subscription,Expense,2821.0
2025-08-07,Movie Tickets,Expense,866.0
2025-10-22,Amazon Purchase,Expense,1059.0
2025-12-28,Medical Store,Expense,2680.0
2025-05-31,Medical Store,Expense,2845.0
2025-01-21,Refund,Income,62012.0
2025-12-09,Netflix Subscription,Expense,4357.0
2025-03-27,Amazon Purchase,Expense,2097.0
2025-08-07,Zomato Order,Expense,2835.0
2025-07-16,Zomato Order,Expense,3020.0
2025-01-30,Grocery Store,Expense,4622.0
2025-10-13,Cashback,Income,15909.0
29-07-2025,Amazon Purchase,Expense,2473.0
2025-03-24,Electricity Bill,Expense,1846.0
2025-04-14,Cashback,Income,78251.0
2025-07-03,Freelance Payment,Income,30272.0
2025-03-31,Uber Ride,Expense,5362.0
2025-05-13,Amazon Purchase,Expense,1900.0
2025-01-11,Zomato Order,Expense,374.0
2025-03-27,Swiggy Order,Expense,
2025-09-19,Medical Store,Expense,4362.0
2025-02-05,Grocery Store,Expense,4954.0
2025-01-02,Medical Store,Expense,3031.0
2025-03-20,Uber Ride,Expense,896.0
2025-06-17,Fuel Payment,Expense,3939.0
2025-08-26,Medical Store,Expense,5052.0
2025-11-07,Amazon Purchase,Expense,1316.0
2025-08-31,Monthly Salary,Income,16350.0
2025-10-04,Freelance Payment,Income,12585.0
15-06-2025,Electricity Bill,Expense,4192.0
2025-04-15,Fuel Payment,Expense,1281.0
2025-07-13,Fuel Payment,Expense,4285.0
2025-04-24,Swiggy Order,Expense,5420.0
2025-12-22,Freelance Payment,Income,63523.0
2025-12-12,Fuel Payment,Expense,3918.0
2025-03-23,Interest Received,Income,14212.0
2025-07-07,Interest Received,Income,57165.0
2025-11-04,Zomato Order,Expense,5587.0
2025-03-08,Grocery Store,Expense,3050.0
2025-02-12,Netflix Subscription,Expense,261.0
2025-05-29,Medical Store,Expense,5308.0
2025-03-17,Grocery Store,Expense,2764.0
2025-10-07,Refund,Income,76110.0
2025-01-12,Bonus,Income,66299.0
2025-01-18,Zomato Order,Expense,250.0
2025-01-31,Netflix Subscription,Expense,531.0
2025-12-29,Uber Ride,Expense,2912.0
2025-01-29,Uber Ride,Expense,5257.0
15-02-2025,Electricity Bill,Expense,3968.0
2025-11-14,Fuel Payment,Expense,1376.0
2025-01-05,Grocery Store,Expense,4014.0
2025-06-21,Interest Received,Income,41501.0
2025-10-22,Fuel Payment,Expense,5383.0
13-03-2025,Medical Store,Expense,5407.0
24-12-2025,,Expense,1800.0
2025-07-05,Medical Store,Expense,1593.0
2025-03-21,Electricity Bill,Expense,2118.0
2025-04-17,Uber Ride,Expense,3686.0
2025-04-29,Refund,Income,27950.0
2025-07-06,Interest Received,Income,73274.0
2025-06-01,Swiggy Order,Expense,2876.0
2025-02-23,Bonus,Income,74879.0
2025-04-21,Swiggy Order,Expense,2415.0
2025-10-28,Movie Tickets,Expense,4958.0
23-12-2025,Refund,Income,63592.0
2025-09-27,Amazon Purchase,Expense,5663.0
2025-08-26,Bonus,Income,34256.0
2025-06-09,Netflix Subscription,Expense,2602.0
2025-11-05,Netflix Subscription,Expense,
2025-11-09,Amazon Purchase,Expense,2757.0
2025-01-30,Uber Ride,Expense,3357.0
2025-11-08,Movie Tickets,Expense,2449.0
2025-12-25,Refund,Income,
2025-04-01,Interest Received,Income,25755.0
2025-07-12,Interest Received,Income,37937.0
2025-04-15,Interest Received,Income,56034.0
2025-08-10,Medical Store,Expense,5526.0
2025-07-02,Amazon Purchase,Expense,4593.0
2025-07-18,Netflix Subscription,Expense,5356.0
2025-10-11,Zomato Order,Expense,5416.0
2025-09-19,,Income,74437.0
2025-12-22,Electricity Bill,Expense,5741.0
2025-07-29,Cashback,Income,36138.0
22-07-2025,Medical Store,Expense,2795.0
2025-01-23,Netflix Subscription,Expense,993.0
2025-07-25,Cashback,Income,78313.0
2025-09-28,Zomato Order,Expense,4744.0
2025-10-31,Cashback,Income,26524.0
2025-04-20,Bonus,Income,76455.0
2025-01-25,Electricity Bill,Expense,3397.0
2025-08-02,Zomato Order,Expense,4144.0
2025-02-04,Bonus,Income,26433.0
2025-12-21,Zomato Order,Expense,210.0
2025-05-07,Monthly Salary,Income,72107.0
2025-05-03,Uber Ride,Expense,1682.0
22-11-2025,Electricity Bill,Expense,4817.0
2025-08-15,Fuel Payment,Expense,868.0
2025-04-18,Electricity Bill,Expense,3436.0
2025-01-09,Refund,Income,69623.0
2025-06-13,Fuel Payment,Expense,5791.0
2025-02-18,Monthly Salary,Income,39143.0
2025-05-12,Cashback,Income,35308.0
21-12-2025,Monthly Salary,Income,46477.0
2025-12-16,Medical Store,Expense,4759.0
08-04-2025,Bonus,Income,24502.0
2025-10-11,Fuel Payment,Expense,2505.0
2025-09-30,Swiggy Order,Expense,3809.0
04-06-2025,Movie Tickets,Expense,4588.0
08-03-2025,Interest Received,Income,10759.0
2025-06-21,Amazon Purchase,Expense,1236.0
2025-06-29,Electricity Bill,Expense,2420.0
2025-06-02,Monthly Salary,Income,74066.0
2025-04-17,Cashback,Income,64510.0
2025-05-12,Interest Received,Income,78004.0
2025-04-28,Netflix Subscription,Expense,1717.0
2025-03-06,Freelance Payment,Income,69802.0
2025-11-29,Grocery Store,Expense,5530.0
22-06-2025,Netflix Subscription,Expense,2011.0
2025-11-24,Medical Store,Expense,3440.0
2025-09-02,Interest Received,Income,38799.0
2025-03-13,Refund,Income,53904.0
2025-01-18,Uber Ride,Expense,569.0
2025-01-25,Refund,Income,27414.0
2025-04-18,Fuel Payment,Expense,3255.0
2025-05-03,Monthly Salary,Income,63919.0
2025-07-28,Electricity Bill,Expense,1746.0
2025-10-23,Electricity Bill,Expense,5162.0
2025-06-08,Zomato Order,Expense,5469.0
2025-09-12,Refund,Income,61101.0
2025-10-05,Electricity Bill,Expense,1479.0
2025-07-24,Amazon Purchase,Expense,3630.0
11-02-2025,Movie Tickets,Expense,5141.0
22-08-2025,Cashback,Income,70867.0
2025-12-12,Grocery Store,Expense,5726.0
2025-07-23,Freelance Payment,Income,74755.0
2025-11-29,Amazon Purchase,Expense,5447.0
2025-06-28,Medical Store,Expense,2048.0
2025-04-21,Netflix Subscription,Expense,4830.0
2025-09-30,Netflix Subscription,Expense,5872.0
2025-09-07,Swiggy Order,Expense,2652.0
2025-12-10,Interest Received,Income,57714.0
2025-06-02,Cashback,Income,40165.0
2025-09-18,Cashback,Income,36829.0
2025-11-26,Grocery Store,Expense,2545.0
2025-03-23,Netflix Subscription,Expense,5588.0
2025-12-04,Zomato Order,Expense,5839.0
2025-09-26,Electricity Bill,Expense,3870.0
2025-02-02,Fuel Payment,Expense,3947.0
2025-12-06,Electricity Bill,Expense,1139.0
2025-09-16,Interest Received,Income,20762.0
2025-10-12,Zomato Order,Expense,4881.0
23-10-2025,Freelance Payment,Income,20124.0
2025-11-05,Grocery Store,Expense,5920.0
2025-03-28,Monthly Salary,Income,47834.0
03-07-2025,Interest Received,Income,48881.0
2025-10-17,Refund,Income,75726.0
2025-05-01,Swiggy Order,Expense,605.0
19-01-2025,Zomato Order,Expense,1155.0
2025-03-03,Uber Ride,Expense,499.0
2025-10-19,Netflix Subscription,Expense,5563.0
2025-02-21,Uber Ride,Expense,2067.0
2025-01-28,Cashback,Income,67980.0
2025-08-18,Grocery Store,Expense,5829.0
2025-05-19,Swiggy Order,Expense,3373.0
2025-05-24,Netflix Subscription,Expense,4302.0
2025-08-03,Grocery Store,Expense,4605.0
2025-02-11,Electricity Bill,Expense,1639.0
13-09-2025,Freelance Payment,Income,36770.0
2025-05-19,Fuel Payment,Expense,3405.0
2025-10-01,Zomato Order,Expense,4445.0
2025-09-17,Amazon Purchase,Expense,5283.0
2025-01-27,Movie Tickets,Expense,566.0
2025-09-21,Interest Received,Income,46640.0
2025-03-04,Netflix Subscription,Expense,561.0
2025-09-27,Amazon Purchase,Expense,3800.0
2025-04-21,Cashback,Income,54051.0
2025-03-06,Monthly Salary,Income,37334.0
2025-11-20,Refund,Income,24632.0
2025-07-21,Electricity Bill,Expense,1750.0
2025-02-07,Fuel Payment,Expense,4028.0
2025-03-01,Monthly Salary,Income,62854.0
2025-06-12,Freelance Payment,Income,59524.0
2025-04-17,Bonus,Income,24857.0
2025-01-30,Bonus,Income,37630.0
2025-10-20,Swiggy Order,Expense,5069.0
2025-09-13,Refund,Income,38168.0
2025-12-26,Fuel Payment,Expense,3864.0
02-11-2025,Medical Store,Expense,3042.0
13-01-2025,Refund,Income,30285.0
2025-05-17,,Income,72167.0
2025-12-28,Swiggy Order,Expense,4070.0
2025-03-21,Zomato Order,Expense,5147.0
2025-11-16,Cashback,Income,50913.0
08-10-2025,Movie Tickets,Expense,2154.0
2025-08-11,Bonus,Income,40824.0
2025-02-05,Fuel Payment,Expense,3514.0
2025-07-06,Amazon Purchase,Expense,2563.0
2025-02-26,Netflix Subscription,Expense,4337.0
2025-10-24,Cashback,Income,29808.0
2025-10-24,Grocery Store,Expense,4333.0
2025-11-26,Movie Tickets,Expense,1923.0
19-12-2025,Monthly Salary,Income,77878.0
2025-12-01,Bonus,Income,28569.0
2025-09-23,Medical Store,Expense,3802.0
2025-09-18,Freelance Payment,Income,10771.0
2025-05-08,Freelance Payment,Income,54471.0
2025-09-14,Freelance Payment,Income,75002.0
2025-09-17,Monthly Salary,Income,27116.0
2025-11-02,Monthly Salary,Income,18980.0
2025-05-03,Refund,Income,32932.0
2025-06-04,,Expense,1449.0
2025-07-12,Interest Received,Income,17338.0
2025-08-28,Electricity Bill,Expense,4690.0
2025-12-20,Movie Tickets,Expense,916.0
2025-03-06,Uber Ride,Expense,3616.0
2025-01-30,Cashback,Income,21549.0
2025-09-27,Zomato Order,Expense,438.0
2025-07-18,Refund,Income,16204.0
2025-03-02,Bonus,Income,52599.0
2025-06-08,Cashback,Income,15512.0
16-10-2025,,Expense,3631.0
2025-02-14,Grocery Store,Expense,5591.0
2025-09-03,Uber Ride,Expense,2516.0
2025-06-19,Interest Received,Income,67833.0
2025-03-01,Movie Tickets,Expense,2621.0
07-02-2025,Swiggy Order,Expense,5797.0
2025-06-12,Swiggy Order,Expense,1957.0
2025-06-08,Monthly Salary,Income,71400.0
2025-09-18,Netflix Subscription,Expense,636.0
2025-01-19,Uber Ride,Expense,3420.0
2025-06-05,Netflix Subscription,Expense,2000.0
2025-06-07,Refund,Income,29822.0
2025-06-01,Electricity Bill,Expense,5329.0
2025-01-23,Freelance Payment,Income,38441.0
2025-03-02,Movie Tickets,Expense,4303.0
2025-08-09,Netflix Subscription,Expense,
10-11-2025,Cashback,Income,46174.0
2025-04-11,Electricity Bill,Expense,3830.0
2025-07-15,Cashback,Income,79515.0
2025-01-31,Movie Tickets,Expense,5587.0
2025-04-08,,Expense,3265.0
2025-08-19,Refund,Income,30051.0
2025-02-08,Refund,Income,52636.0
2025-02-28,Grocery Store,Expense,3761.0
2025-04-26,Monthly Salary,Income,76380.0
20-11-2025,Monthly Salary,Income,65202.0
2025-05-04,Fuel Payment,Expense,3815.0
2025-07-04,Fuel Payment,Expense,3215.0
2025-04-14,Medical Store,Expense,2825.0
2025-12-05,Movie Tickets,Expense,1714.0
2025-10-21,Swiggy Order,Expense,2762.0
25-06-2025,Movie Tickets,Expense,2067.0
2025-01-07,Interest Received,Income,45044.0
2025-05-14,Medical Store,Expense,4433.0
2025-12-29,Movie Tickets,Expense,511.0
2025-03-13,Zomato Order,Expense,4995.0
2025-05-27,Amazon Purchase,Expense,2480.0
2025-11-10,Medical Store,Expense,3608.0
2025-01-03,Grocery Store,Expense,1434.0
2025-01-03,Netflix Subscription,Expense,4011.0
2025-01-06,Fuel Payment,Expense,2092.0
2025-03-15,Monthly Salary,Income,77045.0
2025-04-16,Fuel Payment,Expense,4234.0
11-01-2025,Bonus,Income,39792.0
2025-02-05,Monthly Salary,Income,21902.0
2025-10-03,Freelance Payment,Income,71367.0
2025-05-28,Bonus,Income,50063.0
2025-06-22,Freelance Payment,Income,72752.0
2025-11-22,Bonus,Income,79237.0
2025-10-25,Bonus,Income,21173.0
2025-09-06,Swiggy Order,Expense,1375.0
2025-08-11,Electricity Bill,Expense,2702.0
2025-04-18,Movie Tickets,Expense,630.0
2025-02-01,Bonus,Income,73105.0
2025-01-15,Bonus,Income,48338.0
2025-10-14,Grocery Store,Expense,3204.0
2025-02-20,Bonus,Income,76548.0
2025-02-17,Swiggy Order,Expense,5784.0
2025-11-22,Uber Ride,Expense,4198.0
2025-09-12,Cashback,Income,46710.0
2025-06-01,Zomato Order,Expense,1381.0
2025-04-29,Electricity Bill,Expense,977.0
2025-03-28,Refund,Income,17709.0
2025-11-19,Refund,Income,48114.0
2025-12-07,Netflix Subscription,Expense,3922.0
2025-12-05,Electricity Bill,Expense,1379.0
2025-09-30,Amazon Purchase,Expense,1319.0
2025-04-03,Zomato Order,Expense,4398.0
2025-06-28,Medical Store,Expense,3570.0
2025-09-07,Uber Ride,Expense,345.0
2025-05-28,Refund,Income,64457.0
2025-02-20,Bonus,Income,33692.0
2025-09-29,Refund,Income,53075.0
2025-04-22,Cashback,Income,61451.0
2025-05-25,Freelance Payment,Income,75164.0
2025-06-16,Amazon Purchase,Expense,2066.0
2025-03-27,,Income,16052.0
2025-04-19,Electricity Bill,Expense,5259.0
2025-07-20,Grocery Store,Expense,5837.0
2025-12-30,Fuel Payment,Expense,5286.0
2025-03-18,Monthly Salary,Income,48149.0
2025-10-03,Medical Store,Expense,4505.0
2025-02-15,Amazon Purchase,Expense,703.0
2025-03-14,Interest Received,Income,34428.0
2025-05-22,Medical Store,Expense,5030.0
2025-06-24,Refund,Income,46709.0
2025-11-03,Refund,Income,69817.0
2025-05-06,Uber Ride,Expense,2438.0
2025-08-27,Amazon Purchase,Expense,516.0
2025-10-25,Fuel Payment,Expense,4751.0
2025-08-03,Fuel Payment,Expense,3189.0
